観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),31日の値(mm),31日の値の品質情報,極値更新,10年未満での極値更新,30日までの観測史上1位の値(mm),30日までの観測史上1位の値の品質情報,30日までの観測史上1位の値の年,30日までの観測史上1位の値の月,30日までの観測史上1位の値の日,30日までの6月の1位の値(mm),30日までの6月の1位の値の品質情報,30日までの6月の1位の値の年,30日までの6月の1位の値の月,30日までの6月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬（ソウヤミサキ）,,2022,05,31,,,1.0,8,,,143.0,8,2020,08,07,45,8,1994,05,27,1978
11016,北海道 宗谷地方,稚内（ワッカナイ）,47401,2022,05,31,,,2.5,8,,,192.0,8,2016,09,06,57.5,8,1970,05,11,1938
11046,北海道 宗谷地方,礼文（レブン）,,2022,05,31,,,5.5,8,,,164.0,8,2020,08,07,53,8,2005,05,19,2003
11061,北海道 宗谷地方,声問（コエトイ）,,2022,05,31,,,1.5,8,,,152.0,8,2016,09,06,42,8,2006,05,22,2003
11076,北海道 宗谷地方,浜鬼志別（ハマオニシベツ）,,2022,05,31,,,2.5,8,,,139.5,8,2015,07,13,51,8,1999,05,05,1978
11091,北海道 宗谷地方,本泊（モトドマリ）,,2022,05,31,,,5.0,8,,,176.0,8,2016,09,06,50,8,2007,05,26,2003
11121,北海道 宗谷地方,沼川（ヌマカワ）,,2022,05,31,,,3.5,8,,,106.0,8,2012,09,19,49,8,1994,05,27,1977
11151,北海道 宗谷地方,沓形（クツガタ）,,2022,05,31,,,6.0,8,,,167.0,8,2016,09,06,154,8,1978,05,31,1976
11176,北海道 宗谷地方,豊富（トヨトミ）,,2022,05,31,,,2.5,8,,,110.5,8,2014,08,24,54,8,1994,05,27,1976
11206,北海道 宗谷地方,浜頓別（ハマトンベツ）,,2022,05,31,,,2.0,8,,,115,8,1981,08,05,64,8,1978,05,31,1976
11276,北海道 宗谷地方,中頓別（ナカトンベツ）,,2022,05,31,,,5.0,8,,,121.5,8,2015,10,08,74,8,1988,05,13,1976
11291,北海道 宗谷地方,北見枝幸（キタミエサシ）,47402,2022,05,31,,,6.5,8,,,134.0,8,2001,09,10,90.5,8,2014,05,16,1942
11316,北海道 宗谷地方,歌登（ウタノボリ）,,2022,05,31,,,7.5,8,,,145,8,2001,09,10,73,8,1988,05,13,1976
13011,北海道 宗谷地方,幌延（ホロノベ）,,2022,05,31,,,5.0,8,,,100.5,8,2014,08,24,33.0,8,2022,05,04,2006
12011,北海道 上川地方,中川（ナカガワ）,,2022,05,31,,,6.0,8,,,111.0,8,2010,08,14,51,8,2005,05,19,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2022,05,31,,,6.5,8,,,136,8,2001,09,10,50,8,2005,05,19,1978
12066,北海道 上川地方,小車（オグルマ）,,2022,05,31,,,6.5,8,,,138,8,2006,10,08,27.0,8,2011,05,01,2006
12141,北海道 上川地方,美深（ビフカ）,,2022,05,31,,,7.5,8,,,115.5,8,2014,08,05,41,8,1994,05,27,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2022,05,31,,,8.0,8,,,117.0,8,2010,07,29,55.5,8,2016,05,31,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2022,05,31,,,7.0,8,,,132.5,8,2011,09,02,55.0,8,2016,05,31,2006
12231,北海道 上川地方,下川（シモカワ）,,2022,05,31,,,7.5,8,,,169,8,1981,08,04,45,8,1998,05,02,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2022,05,31,,,10.0,8,,,147.0,8,2011,09,02,40.0,8,2022,05,28,2006
12261,北海道 上川地方,士別（シベツ）,,2022,05,31,,,7.0,8,,,153,8,1981,08,04,45,8,1998,05,02,1976
12266,北海道 上川地方,朝日（アサヒ）,,2022,05,31,,,9.0,8,,,168,8,1981,08,04,49,8,1998,05,02,1976
12301,北海道 上川地方,和寒（ワッサム）,,2022,05,31,,,8.0,8,,,151,8,1981,08,04,50,8,1998,05,02,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2022,05,31,,,18.0,8,,,162.5,8,2011,09,02,70,8,1998,05,02,1977
12396,北海道 上川地方,比布（ピップ）,,2022,05,31,,,12.5,8,,,154,8,1981,08,04,62.0,8,2018,05,31,1976
12411,北海道 上川地方,上川（カミカワ）,,2022,05,31,,,8.5,8,,,146.0,8,2016,08,20,67,8,1998,05,02,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2022,05,31,,,12.0,8,,,184.2,8,1955,08,17,50.7,8,1909,05,08,1888
12451,北海道 上川地方,東川（ヒガシカワ）,,2022,05,31,,,10.0,8,,,143.5,8,2016,08,20,47,8,1998,05,02,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2022,05,31,,,13.0,8,,,151.0,8,2011,09,02,74.5,8,2008,05,26,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2022,05,31,,,8.5,8,,,195,8,1981,08,05,54,8,1998,05,02,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2022,05,31,,,12.0,8,,,125.5,8,2016,08,20,28.5,8,2014,05,16,2003
12512,北海道 上川地方,志比内（シビナイ）,,2022,05,31,,,7.5,8,,,151.0,8,2011,09,02,46,8,1998,05,02,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2022,05,31,,,12.5,8,,,145.0,8,2016,08,20,51,8,1998,05,02,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2022,05,31,,,3.0,8,,,205,8,1981,08,05,46,8,1998,05,02,1977
12607,北海道 上川地方,白金（シロガネ）,,2022,05,31,,,8.5,8,,,180.0,8,2016,08,23,71,8,1999,05,05,1984
12626,北海道 上川地方,富良野（フラノ）,,2022,05,31,,,8.0,8,,,193,8,1981,08,05,55,8,1999,05,05,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2022,05,31,,,5.5,8,,,172,8,1981,08,05,57,8,1998,05,02,1978
12686,北海道 上川地方,金山（カナヤマ）,,2022,05,31,,,18.0,8,,,133,8,2006,08,18,53.0,8,2019,05,21,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2022,05,31,,,11.5,8,,,168.0,8,2016,08,30,71,8,1978,05,01,1977
12746,北海道 上川地方,占冠（シムカップ）,,2022,05,31,,,15.0,8,,,236,8,2003,08,09,106,8,1994,05,27,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2022,05,31,,,7.5,8,,,149,8,1991,09,06,60,8,1998,05,02,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2022,05,31,,,9.5,8,,,160.0,8,2011,09,02,64,8,1998,05,02,1976
13061,北海道 留萌地方,天塩（テシオ）,,2022,05,31,,,7.0,8,,,139,8,1976,08,28,47,8,2005,05,19,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2022,05,31,,,8.5,8,,,136.5,8,2010,08,14,43,8,1998,05,02,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2022,05,31,,,8.0,8,,,143,8,2001,09,10,50,8,1998,05,02,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2022,05,31,,,10.0,8,,,163,8,1982,08,21,46.5,8,2020,05,10,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2022,05,31,,,11.5,8,,,140.0,8,1975,09,08,62.0,8,1994,05,27,1921
13206,北海道 留萌地方,古丹別（コタンベツ）,,2022,05,31,,,11.0,8,,,133,8,1978,08,10,63,8,1998,05,02,1976
13261,北海道 留萌地方,達布（タップ）,,2022,05,31,,,9.5,8,,,154,8,1981,08,05,89,8,1998,05,02,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2022,05,31,,,11.0,8,,,147.5,8,1973,08,18,61.0,8,1998,05,02,1943
13311,北海道 留萌地方,増毛（マシケ）,,2022,05,31,,,6.5,5,,,139.0,8,2011,09,02,52,8,1999,05,05,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2022,05,31,,,12.0,8,,,218,8,1988,08,25,61,8,1999,05,05,1977
14026,北海道 石狩地方,浜益（ハママス）,,2022,05,31,,,8.0,8,,,182.0,8,2011,09,02,82,8,1994,05,27,1977
14071,北海道 石狩地方,厚田（アツタ）,,2022,05,31,,,14.0,8,,,136,8,1981,08,04,78,8,1998,05,02,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2022,05,31,,,16.5,8,,,173,8,1981,08,04,52,8,2000,05,13,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2022,05,31,,,12.0,8,,,159,8,1981,08,23,40,8,1998,05,02,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2022,05,31,,,20.5,8,,,93,8,1992,09,01,57,8,1992,05,08,1990
14136,北海道 石狩地方,江別（エベツ）,,2022,05,31,,,16.0,8,,,112,8,2001,09,11,33.5,8,2021,05,16,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2022,05,31,,,15.0,8,,,105.5,8,2015,09,02,66.5,8,2012,05,04,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2022,05,31,,,16.5,8,,,207.0,8,1981,08,23,70.2,8,1912,05,04,1876
14191,北海道 石狩地方,小金湯（コガネユ）,,2022,05,31,,,6.0,8,,,269,8,1981,08,23,86.0,8,2012,05,04,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2022,05,31,,,9.5,8,,,233,8,1981,08,04,74,8,1994,05,27,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2022,05,31,,,20.5,8,,,276.5,8,2014,09,11,162,8,2006,05,28,1976
14296,北海道 石狩地方,千歳（チトセ）,,2022,05,31,,,14.0,8,,,204.5,8,2014,09,11,64.0,8,2012,05,04,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2022,05,31,,,15.5,8,,,212,8,1988,08,26,75,8,1994,05,27,1976
15161,北海道 空知地方,深川（フカガワ）,,2022,05,31,,,10.5,8,,,172,8,1981,08,04,53,8,1994,05,27,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2022,05,31,,,12.0,8,,,145.5,8,2011,09,02,35.5,8,2014,05,16,2006
15216,北海道 空知地方,新城（シンジョウ）,,2022,05,31,,,14.0,8,,,143,8,1988,08,26,53,8,1998,05,02,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2022,05,31,,,13.0,8,,,158,8,1990,09,03,82,8,1994,05,27,1978
15241,北海道 空知地方,滝川（タキカワ）,,2022,05,31,,,12.0,8,,,196,8,1981,08,04,65,8,1994,05,27,1976
15247,北海道 空知地方,赤平（アカビラ）,,2022,05,31,,,10.0,8,,,173.5,8,2016,08,20,30.0,8,2022,05,28,2006
15251,北海道 空知地方,芦別（アシベツ）,,2022,05,31,,,5.0,8,,,189,8,1981,08,05,55,8,1999,05,05,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2022,05,31,,,14.0,8,,,137.5,8,2016,08,20,116,8,1998,05,02,1983
15311,北海道 空知地方,月形（ツキガタ）,,2022,05,31,,,16.5,8,,,139,8,1981,08,05,79,8,1998,05,02,1976
15321,北海道 空知地方,美唄（ビバイ）,,2022,05,31,,,16.0,8,,,253,8,1981,08,04,79,8,1998,05,02,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2022,05,31,,,17.5,8,,,262.0,8,1981,08,04,70.5,8,2000,05,13,1946
15391,北海道 空知地方,栗沢（クリサワ）,,2022,05,31,,,16.0,8,,,258,8,1981,08,04,100,8,2000,05,13,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2022,05,31,,,12.5,8,,,264,8,1981,08,04,114,8,2000,05,13,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2022,05,31,,,13.0,8,,,152,8,1981,08,05,125,8,1994,05,27,1976
15451,北海道 空知地方,鹿島（カシマ）,,2022,05,31,,,15.5,8,,,161,8,2001,09,11,119,8,1994,05,27,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2022,05,31,,,15.5,8,,,173,8,2001,09,11,112,8,1994,05,27,1983
16026,北海道 後志地方,美国（ビクニ）,,2022,05,31,,,10.5,8,,,177.0,8,2011,09,02,113,8,1998,05,02,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2022,05,31,,,9.0,8,,,171.0,8,2010,07,29,122,8,1998,05,02,1977
16076,北海道 後志地方,余市（ヨイチ）,,2022,05,31,,,15.0,8,,,148.5,8,2011,09,02,91,8,1998,05,02,1976
16091,北海道 後志地方,小樽（オタル）,47411,2022,05,31,,,14.0,8,,,161.0,8,1962,08,03,58.0,8,1998,05,02,1943
16126,北海道 後志地方,赤井川（アカイガワ）,,2022,05,31,,,10.0,8,,,131,8,1998,05,02,131,8,1998,05,02,1976
16156,北海道 後志地方,共和（キョウワ）,,2022,05,31,,,5.5,8,,,118,8,1981,08,23,103,8,1998,05,02,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2022,05,31,,,7.0,8,,,135,8,1981,08,23,92,8,1998,05,02,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2022,05,31,,,8.0,8,,,180.9,8,1962,08,03,95.5,8,1998,05,02,1944
16252,北海道 後志地方,寿都（スッツ）,47421,2022,05,31,,,8.0,8,,,206.3,8,1962,08,03,119.0,8,1998,05,02,1884
16272,北海道 後志地方,ニセコ（ニセコ）,,2022,05,31,,,9.0,8,,,83.0,8,2017,09,18,39.5,8,2022,05,27,2010
16281,北海道 後志地方,真狩（マッカリ）,,2022,05,31,,,9.5,8,,,147,8,1981,08,23,80,8,1998,05,02,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2022,05,31,,,11.5,8,,,166,8,1981,08,23,82,8,1998,05,02,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2022,05,31,,,13.0,8,,,193.5,8,2017,09,18,104.5,8,2008,05,20,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2022,05,31,,,3.5,8,,,144.0,8,2015,10,08,91.5,8,2014,05,16,1942
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2022,05,31,,,3.5,8,,,148,8,1998,09,16,89.5,8,2014,05,16,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2022,05,31,,,8.0,8,,,162,8,2006,10,08,80,8,1988,05,13,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2022,05,31,,,8.5,8,,,192.0,8,2015,10,08,83.5,8,2014,05,16,1956
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2022,05,31,,,7.0,8,,,168.5,8,2015,10,08,26.5,8,2022,05,28,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2022,05,31,,,6.0,8,,,185.0,8,2015,10,08,74.0,8,2014,05,16,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2022,05,31,,,6.5,8,,,149,8,2006,10,08,60.5,8,2014,05,16,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2022,05,31,,,6.0,8,,,185,8,1998,09,16,72,8,1988,05,13,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2022,05,31,,,2.0,8,,,144.5,8,2015,10,08,71.0,8,2014,05,16,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2022,05,31,,,4.0,8,,,206,8,2006,10,08,57,8,1988,05,13,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2022,05,31,,,2.0,8,,,182.0,8,2015,10,08,66,8,1988,05,13,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2022,05,31,,,2.0,8,,,163.0,8,1992,09,11,77.6,8,1909,05,08,1889
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2022,05,31,,,0.0,8,,,241,8,1981,08,05,153,8,1999,05,05,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2022,05,31,,,4.5,8,,,137,8,1998,07,25,56,8,1988,05,13,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2022,05,31,,,3.0,8,,,176.0,8,2011,09,02,40,8,1999,05,05,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2022,05,31,,,4.5,8,,,134,8,2006,10,08,56,8,1999,05,05,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2022,05,31,,,9.5,8,,,150,8,2006,10,08,34.5,8,2014,05,16,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2022,05,31,,,3.5,8,,,145,8,2001,09,11,45,8,1999,05,05,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2022,05,31,,,3.5,8,,,183.0,8,2015,10,08,63.0,8,2014,05,16,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2022,05,31,,,2.0,8,,,169.5,8,2015,10,08,68.0,8,2014,05,16,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2022,05,31,,,0.0,8,,,215,8,1992,09,11,59.0,8,2014,05,16,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2022,05,31,,,0.0,8,,,193,8,1992,09,11,63.0,8,2014,05,16,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2022,05,31,,,7.0,8,,,135.0,8,2016,08,17,58,8,1999,05,05,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2022,05,31,,,2.5,8,,,137,8,2001,09,11,71,8,1999,05,05,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2022,05,31,,,5.5,8,,,144.0,8,2015,10,08,61,8,1999,05,05,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2022,05,31,,,2.0,8,,,189.0,8,2015,10,08,47.5,8,2022,05,02,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2022,05,31,,,5.5,8,,,145.0,8,2016,08,17,70.0,8,2012,05,04,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2022,05,31,,,3.0,8,,,149,8,2001,09,11,49,8,1996,05,10,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2022,05,31,,,5.5,8,,,121,8,2006,08,18,48.0,8,2014,05,16,2006
18038,北海道 根室地方,羅臼（ラウス）,,2022,05,31,,,6.5,8,,,183.5,8,2016,09,09,94.0,8,2014,05,17,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2022,05,31,,,8.5,8,,,180,8,1979,10,19,106.0,8,2012,05,04,1978
18136,北海道 根室地方,標津（シベツ）,,2022,05,31,,,3.5,8,,,182,8,1992,09,11,79,8,1999,05,05,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2022,05,31,,,4.0,8,,,124.0,8,2014,08,11,93.0,8,2012,05,04,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2022,05,31,,,4.5,8,,,178,8,1979,10,19,82,8,1999,05,05,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2022,05,31,,,3.0,8,,,143.0,8,2015,09,19,76.0,8,2012,05,04,2003
18256,北海道 根室地方,別海（ベツカイ）,,2022,05,31,,,4.0,8,,,185,8,1992,09,11,77,8,1999,05,05,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2022,05,31,,,1.5,8,,,211.5,8,1992,09,11,91.4,8,1905,05,19,1879
18281,北海道 根室地方,納沙布（ノサップ）,,2022,05,31,,,0.5,8,,,154,8,1998,08,30,67,8,1981,05,29,1976
18311,北海道 根室地方,厚床（アットコ）,,2022,05,31,,,3.0,8,,,193,8,1986,09,04,105,8,1981,05,29,1977
19021,北海道 釧路地方,川湯（カワユ）,,2022,05,31,,,2.0,8,,,140,8,1992,09,11,102,8,1994,05,27,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2022,05,31,,,4.5,8,,,152,8,1992,09,11,130,8,1994,05,27,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2022,05,31,,,6.0,8,,,285,8,1981,08,05,141.0,8,2012,05,04,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2022,05,31,,,4.5,8,,,169.0,8,2015,08,10,92,8,1999,05,05,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2022,05,31,,,8.5,8,,,164,8,2005,09,07,101,8,1999,05,05,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2022,05,31,,,11.5,8,,,183,8,2005,09,07,166.5,8,2012,05,04,1976
19281,北海道 釧路地方,塘路（トウロ）,,2022,05,31,,,8.0,8,,,157.0,8,2013,09,16,95.0,8,2012,05,04,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2022,05,31,,,6.0,8,,,190.5,8,2013,09,16,85,8,1999,05,05,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2022,05,31,,,2.5,8,,,183,8,1986,09,04,88,8,1981,05,29,1977
19346,北海道 釧路地方,阿寒（アカン）,,2022,05,31,,,9.5,8,,,233,8,2005,09,07,186.5,8,2012,05,04,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2022,05,31,,,10.0,8,,,159.5,8,2014,08,11,91.5,8,2012,05,04,2003
19376,北海道 釧路地方,太田（オオタ）,,2022,05,31,,,5.5,8,,,208.0,8,2015,09,19,73,8,1999,05,05,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2022,05,31,,,12.5,8,,,216,8,2002,07,11,131,8,1994,05,27,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2022,05,31,,,8.0,8,,,164,8,1998,09,16,98,8,1996,05,23,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2022,05,31,,,9.5,8,,,182.5,8,2021,09,18,108.0,8,1975,05,17,1910
19451,北海道 釧路地方,知方学（チッポマナイ）,,2022,05,31,,,6.5,8,,,221,8,1986,09,04,74,8,1999,05,05,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2022,05,31,,,13.5,8,,,146.0,8,2016,08,17,90.5,8,2012,05,04,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2022,05,31,,,5.5,8,,,147,8,2001,09,11,78,8,1994,05,27,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2022,05,31,,,6.5,8,,,129,8,2006,08,18,68,8,1999,05,05,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2022,05,31,,,15.0,8,,,303,8,1981,08,05,157.5,8,2012,05,04,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2022,05,31,,,12.0,8,,,146,8,2006,08,18,99,8,1999,05,05,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2022,05,31,,,7.5,8,,,131,8,1988,11,24,79,8,1999,05,05,1983
20266,北海道 十勝地方,上士幌（カミシホロ）,,2022,05,31,,,12.5,8,,,172,8,2006,08,18,102.5,8,2012,05,04,1976
20276,北海道 十勝地方,足寄（アショロ）,,2022,05,31,,,8.0,8,,,132,8,1989,06,29,72,8,1999,05,05,1976
20331,北海道 十勝地方,押帯（オショップ）,,2022,05,31,,,12.0,8,,,142,8,1989,06,29,78.5,8,2012,05,04,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2022,05,31,,,8.5,8,,,144,8,1988,11,24,69,8,1999,05,05,1976
20356,北海道 十勝地方,新得（シントク）,,2022,05,31,,,12.5,8,,,271,8,1981,08,05,76.5,8,2010,05,25,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2022,05,31,,,15.0,8,,,272,8,1981,08,05,130.0,8,2012,05,04,1976
20371,北海道 十勝地方,駒場（コマバ）,,2022,05,31,,,16.0,8,,,142,8,1988,11,24,126.0,8,2012,05,04,1977
20421,北海道 十勝地方,芽室（メムロ）,,2022,05,31,,,13.0,8,,,278,8,1981,08,05,123.5,8,2012,05,04,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2022,05,31,,,14.5,8,,,174.0,8,1988,11,24,108.5,8,2012,05,04,1892
20441,北海道 十勝地方,池田（イケダ）,,2022,05,31,,,12.5,8,,,150,8,2003,08,09,105.5,8,2012,05,04,1976
20451,北海道 十勝地方,留真（ルシン）,,2022,05,31,,,9.0,8,,,181,8,1989,06,29,114.0,8,2012,05,04,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2022,05,31,,,8.0,8,,,161,8,1989,06,29,134.5,8,2012,05,04,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2022,05,31,,,14.5,8,,,151,8,2003,08,09,125.0,8,2012,05,04,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2022,05,31,,,12.5,8,,,232,8,1988,11,24,151.0,8,2012,05,04,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2022,05,31,,,20.0,8,,,326,8,1981,08,05,131.0,8,2012,05,04,1977
20606,北海道 十勝地方,更別（サラベツ）,,2022,05,31,,,18.5,8,,,262,8,1981,08,05,162.0,8,2012,05,04,1977
20631,北海道 十勝地方,大津（オオツ）,,2022,05,31,,,12.5,8,,,204,8,1989,06,29,120.5,8,2012,05,04,1977
20696,北海道 十勝地方,大樹（タイキ）,,2022,05,31,,,23.5,8,,,313,8,1998,09,16,210.0,8,2012,05,04,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2022,05,31,,,33.0,8,,,346.0,8,1998,09,16,248.5,8,2012,05,04,1958
21031,北海道 胆振地方,安平（アビラ）,,2022,05,31,,,16.0,8,,,176,8,2001,09,11,86,8,1994,05,27,1976
21111,北海道 胆振地方,厚真（アツマ）,,2022,05,31,,,18.5,8,,,187,8,2001,09,11,76,8,1994,05,27,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2022,05,31,,,27.0,8,,,243,8,1992,08,09,101,8,2000,05,13,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2022,05,31,,,17.5,8,,,277,8,1981,08,23,168.0,8,2012,05,04,1976
21171,北海道 胆振地方,森野（モリノ）,,2022,05,31,,,44.0,8,,,380.0,8,2011,08,21,220.0,8,2012,05,04,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2022,05,31,,,32.5,8,,,447.9,8,1950,08,01,120.5,8,1994,05,27,1942
21226,北海道 胆振地方,大岸（オオキシ）,,2022,05,31,,,25.0,8,,,135,8,1981,08,23,94,8,1996,05,02,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2022,05,31,,,16.0,8,,,119,8,1981,08,23,116,8,1998,05,02,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2022,05,31,,,50.5,8,,,297.5,8,2017,09,18,285.0,8,2012,05,04,1985
21261,北海道 胆振地方,白老（シラオイ）,,2022,05,31,,,40.0,8,,,442,8,1987,08,26,193,8,1994,05,27,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2022,05,31,,,16.0,8,,,295,8,2006,08,18,88,8,1999,05,05,1976
21297,北海道 胆振地方,伊達（ダテ）,,2022,05,31,,,14.5,8,,,104.0,8,2015,03,10,65.0,8,2012,05,04,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2022,05,31,,,63.0,8,,,417,8,1983,09,25,188.0,8,2012,05,04,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2022,05,31,,,49.5,8,,,170.0,8,1975,11,07,128.5,8,2012,05,04,1923
22036,北海道 日高地方,日高（ヒダカ）,,2022,05,31,,,17.5,8,,,308,8,2003,08,09,113,8,1998,05,02,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2022,05,31,,,27.0,8,,,361,8,2006,08,18,130,8,1998,05,02,1985
22106,北海道 日高地方,旭（アサヒ）,,2022,05,31,,,24.0,8,,,358,8,2003,08,09,112,8,1999,05,05,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2022,05,31,,,16.5,8,,,292,8,1981,08,05,109,8,1999,05,05,1976
