観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),31日の値(mm),31日の値の品質情報,極値更新,10年未満での極値更新,30日までの観測史上1位の値(mm),30日までの観測史上1位の値の品質情報,30日までの観測史上1位の値の年,30日までの観測史上1位の値の月,30日までの観測史上1位の値の日,30日までの6月の1位の値(mm),30日までの6月の1位の値の品質情報,30日までの6月の1位の値の年,30日までの6月の1位の値の月,30日までの6月の1位の値の日,統計開始年
61192,京都府,三和（ミワ）,,2022,05,31,,,0.5,8,,,243,8,2004,10,20,141.0,8,2011,05,29,1982
61196,京都府,綾部山家（アヤベヤマガ）,,2022,05,31,,,0.5,8,,,95.5,8,2021,08,14,28.5,8,2021,05,17,2021
61201,京都府,本庄（ホンジョウ）,,2022,05,31,,,2.0,8,,,221,8,2004,10,20,123.5,8,2011,05,29,1976
61206,京都府,美山（ミヤマ）,,2022,05,31,,,4.5,8,,,196,8,2004,10,20,133,8,1995,05,12,1978
61241,京都府,須知（シュウチ）,,2022,05,31,,,3.0,8,,,206,8,2004,10,20,134,8,1995,05,12,1982
61242,京都府,園部（ソノベ）,,2022,05,31,,,2.0,8,,,200,8,2004,10,20,144.5,8,2011,05,29,2002
61251,京都府,京北（ケイホク）,,2022,05,31,,,2.5,8,,,286.0,8,2018,07,05,196,8,1995,05,12,1976
61286,京都府,京都（キョウト）,47759,2022,05,31,,,2.5,8,,,288.6,8,1959,08,13,140.5,8,1995,05,12,1880
61306,京都府,長岡京（ナガオカキョウ）,,2022,05,31,,,3.5,8,,,239,8,1983,09,28,148.5,8,2010,05,23,1976
61326,京都府,京田辺（キョウタナベ）,,2022,05,31,,,4.0,8,,,200,8,1986,07,21,127,8,1995,05,12,1976
62016,大阪府,能勢（ノセ）,,2022,05,31,,,1.5,8,,,265.0,8,2018,07,05,142,8,1995,05,12,1976
62037,大阪府,茨木（イバラキ）,,2022,05,31,,,3.0,8,,,209.5,8,2018,07,05,114.5,8,2011,05,29,2009
62046,大阪府,枚方（ヒラカタ）,,2022,05,31,,,3.5,8,,,183.5,8,2018,07,05,109.0,8,2021,05,21,1976
62051,大阪府,豊中（トヨナカ）,,2022,05,31,,,2.0,8,,,272,8,1983,09,28,118.0,8,2011,05,29,1976
62078,大阪府,大阪（オオサカ）,47772,2022,05,31,,,2.5,8,,,250.7,8,1957,06,26,132.1,8,1902,05,05,1883
62081,大阪府,生駒山（イコマヤマ）,,2022,05,31,,,6.5,8,,,275,8,1999,08,11,102,8,1992,05,08,1976
62091,大阪府,堺（サカイ）,,2022,05,31,,,2.5,8,,,206.5,8,2017,10,22,84.5,8,2018,05,13,1976
62096,大阪府,八尾（ヤオ）,,2022,05,31,,,2.5,8,,,183.0,8,2017,10,22,97,8,2004,05,13,2003
62101,大阪府,関空島（カンクウジマ）,,2022,05,31,,,1.0,8,,,230.0,8,2017,10,22,153.0,8,2011,05,29,2003
62111,大阪府,河内長野（カワチナガノ）,,2022,05,31,,,4.5,8,,,263.5,8,2017,10,22,116,8,1995,05,14,1976
62131,大阪府,熊取（クマトリ）,,2022,05,31,,,3.0,8,,,281.5,8,2017,10,22,140.0,8,2011,05,29,1976
63016,兵庫県,香住（カスミ）,,2022,05,31,,,2.0,8,,,282,8,1990,09,19,116.0,8,2011,05,29,1976
63032,兵庫県,温泉（オンセン）,,2022,05,31,,,2.5,8,,,209.0,8,2017,10,22,133.5,8,2011,05,29,2006
63051,兵庫県,豊岡（トヨオカ）,47747,2022,05,31,,,1.5,8,,,213.3,8,1959,09,26,140.0,8,2011,05,29,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2022,05,31,,,1.0,8,,,187.5,8,2017,10,22,116.0,8,2011,05,29,2005
63111,兵庫県,大屋（オオヤ）,,2022,05,31,,,0.0,8,,,295.0,8,2011,09,03,114.0,8,2011,05,29,1976
63116,兵庫県,八鹿（ヨウカ）,,2022,05,31,,,0.0,8,,,185.5,8,2018,07,06,128.0,8,2011,05,29,2005
63121,兵庫県,和田山（ワダヤマ）,,2022,05,31,,,1.0,8,,,235,8,1990,09,18,134.0,8,2011,05,29,1976
63201,兵庫県,生野（イクノ）,,2022,05,31,,,1.5,8,,,353,8,1976,09,10,131,8,1983,05,16,1976
63216,兵庫県,柏原（カイバラ）,,2022,05,31,,,1.5,8,,,258,8,1999,09,07,121.5,8,2011,05,29,1976
63241,兵庫県,佐用（サヨウ）,,2022,05,31,,,2.0,8,,,326.5,8,2009,08,09,76,8,1999,05,04,1976
63251,兵庫県,一宮（イチノミヤ）,,2022,05,31,,,1.5,8,,,266,8,1990,09,18,136,8,1985,05,20,1976
63321,兵庫県,福崎（フクサキ）,,2022,05,31,,,2.0,8,,,197.0,8,2015,07,17,125.5,8,2010,05,23,1976
63331,兵庫県,西脇（ニシワキ）,,2022,05,31,,,1.5,8,,,224.0,8,2015,07,17,97.5,8,2011,05,29,1976
63346,兵庫県,後川（シツカワ）,,2022,05,31,,,1.5,8,,,232,8,1996,08,28,133,8,1995,05,12,1976
63366,兵庫県,上郡（カミゴオリ）,,2022,05,31,,,2.0,8,,,284,8,1976,09,11,86,8,1999,05,04,1976
63383,兵庫県,姫路（ヒメジ）,47769,2022,05,31,,,1.5,8,,,294.0,8,1976,09,10,100.3,8,1952,05,10,1948
63411,兵庫県,三田（サンダ）,,2022,05,31,,,3.5,8,,,188,8,2004,10,20,129,8,1995,05,12,1976
63461,兵庫県,三木（ミキ）,,2022,05,31,,,2.0,8,,,275.5,8,2015,07,17,102.0,8,2011,05,29,1977
63477,兵庫県,西宮（ニシノミヤ）,,2022,05,31,,,4.0,8,,,230.5,8,2018,07,05,123.0,8,2011,05,29,2006
63491,兵庫県,家島（イエシマ）,,2022,05,31,,,2.0,8,,,528,8,1976,09,10,80.0,8,2011,05,29,1976
63496,兵庫県,明石（アカシ）,,2022,05,31,,,1.0,8,,,213.5,8,2015,07,17,100.5,8,2011,05,29,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2022,05,31,,,0.5,8,,,200.0,8,2015,07,17,107.5,8,2011,05,29,2006
63518,兵庫県,神戸（コウベ）,47770,2022,05,31,,,1.0,8,,,319.4,8,1967,07,09,118.5,8,1995,05,12,1896
63551,兵庫県,郡家（グンゲ）,,2022,05,31,,,0.5,8,,,356.0,8,2011,09,20,137.5,8,2011,05,29,1976
63571,兵庫県,洲本（スモト）,47776,2022,05,31,,,2.5,8,,,323.0,8,2011,09,20,226.0,8,2011,05,29,1919
63588,兵庫県,南淡（ナンダン）,,2022,05,31,,,1.0,8,,,256.0,8,2011,09,20,124.5,8,2011,05,29,2004
64036,奈良県,奈良（ナラ）,47780,2022,05,31,,,3.0,8,,,196.5,8,2017,10,22,112.5,8,1995,05,12,1953
64041,奈良県,針（ハリ）,,2022,05,31,,,8.5,8,,,220,8,1982,08,01,83,8,1995,05,12,1976
64056,奈良県,田原本（タワラモト）,,2022,05,31,,,4.0,8,,,214.5,8,2017,10,22,78.5,8,2018,05,13,1976
64076,奈良県,曽爾（ソニ）,,2022,05,31,,,10.0,8,,,370,8,1997,07,26,154,8,1995,05,12,1976
64091,奈良県,葛城（カツラギ）,,2022,05,31,,,7.5,8,,,256.5,8,2017,10,22,88.5,8,2018,05,13,1981
64101,奈良県,大宇陀（オオウダ）,,2022,05,31,,,6.5,8,,,235,8,1982,08,01,92,8,1995,05,14,1976
64127,奈良県,五條（ゴジョウ）,,2022,05,31,,,7.0,8,,,254.5,8,2017,10,22,78.0,8,2008,05,25,2005
64136,奈良県,吉野（ヨシノ）,,2022,05,31,,,6.5,8,,,270.0,8,2017,10,22,91,8,1995,05,12,1991
64161,奈良県,天川（テンカワ）,,2022,05,31,,,11.5,8,,,425.0,8,2011,09,02,81.5,8,2011,05,30,2010
64206,奈良県,上北山（カミキタヤマ）,,2022,05,31,,,3.0,8,,,661.0,8,2011,09,03,138,8,1995,05,11,1976
64227,奈良県,風屋（カゼヤ）,,2022,05,31,,,2.0,8,,,591.5,8,2011,09,03,168,8,1983,05,16,1977
64236,奈良県,下北山（シモキタヤマ）,,2022,05,31,,,1.0,8,,,383.0,8,2017,10,22,109.0,8,2019,05,21,2014
64262,奈良県,葛川（クズカワ）,,2022,05,31,,,2.0,8,,,120.5,8,2021,05,27,120.5,8,2021,05,27,2021
65021,和歌山県,葛城山（カツラギサン）,,2022,05,31,,,4.5,8,,,274.5,8,2017,10,22,123.0,8,2011,05,29,1976
65026,和歌山県,かつらぎ（カツラギ）,,2022,05,31,,,4.5,8,,,219.0,8,2017,10,22,116.0,8,2008,05,25,1979
65036,和歌山県,友ケ島（トモガシマ）,,2022,05,31,,,1.5,8,,,253,8,2000,09,11,173,8,1998,05,16,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2022,05,31,,,2.5,8,,,353.5,8,2000,09,11,153.5,8,2011,05,29,1879
65061,和歌山県,高野山（コウヤサン）,,2022,05,31,,,6.0,8,,,352.5,8,2017,10,22,118,8,1983,05,16,1976
65106,和歌山県,湯浅（ユアサ）,,2022,05,31,,,1.5,8,,,358.0,8,2015,07,17,157.5,8,2011,05,29,1976
65121,和歌山県,清水（シミズ）,,2022,05,31,,,2.5,8,,,330.0,8,2011,09,03,172,8,1983,05,16,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2022,05,31,,,8.5,8,,,301.0,8,2011,09,03,161.0,8,2021,05,21,2010
65162,和歌山県,龍神（リュウジン）,,2022,05,31,,,4.5,8,,,486.0,8,2011,09,03,174.5,8,2018,05,07,1994
65201,和歌山県,川辺（カワベ）,,2022,05,31,,,4.0,8,,,327.0,8,2015,07,17,117,8,2006,05,07,1999
65226,和歌山県,本宮（ホングウ）,,2022,05,31,,,2.5,8,,,562.5,8,2011,09,03,186,8,1980,05,31,1976
65256,和歌山県,栗栖川（クリスガワ）,,2022,05,31,,,3.0,8,,,396.5,8,2011,09,03,255,8,2006,05,07,1976
65276,和歌山県,新宮（シングウ）,,2022,05,31,,,2.0,8,,,532.0,8,2017,10,22,223,8,2006,05,07,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2022,05,31,,,2.0,8,,,346.0,8,2011,09,03,190,8,2006,05,07,2006
65306,和歌山県,西川（ニシカワ）,,2022,05,31,,,2.0,8,,,626.0,8,2011,09,03,262,8,2006,05,07,1979
65311,和歌山県,色川（イロカワ）,,2022,05,31,,,1.0,8,,,672,8,2001,08,21,246,8,2006,05,07,1977
65321,和歌山県,日置川（ヒキガワ）,,2022,05,31,,,2.5,8,,,470.5,8,2011,09,03,233,8,2006,05,07,1976
65356,和歌山県,潮岬（シオノミサキ）,47778,2022,05,31,,,2.5,8,,,420.7,8,1939,10,17,226.7,8,1963,05,16,1913
66046,岡山県,上長田（カミナガタ）,,2022,05,31,,,1.5,8,,,286,8,1990,09,19,125.0,8,2011,05,29,1978
66056,岡山県,恩原（オンバラ）,,2022,05,31,,,2.0,8,,,266.0,8,2011,09,03,106.0,8,2011,05,29,1981
66091,岡山県,千屋（チヤ）,,2022,05,31,,,0.5,8,,,198.0,8,2018,07,06,95,8,1997,05,14,1978
66112,岡山県,富（トミ）,,2022,05,31,,,1.5,8,,,216.0,8,2011,09,03,95.0,8,2011,05,11,2006
66127,岡山県,奈義（ナギ）,,2022,05,31,,,1.5,8,,,205,8,1990,09,18,101.0,8,2011,05,11,1977
66136,岡山県,今岡（イマオカ）,,2022,05,31,,,2.5,8,,,230.0,8,2009,08,09,112.5,8,2011,05,11,1976
66171,岡山県,久世（クセ）,,2022,05,31,,,1.0,8,,,178.5,8,2018,07,06,111,8,1980,05,21,1976
66186,岡山県,津山（ツヤマ）,47756,2022,05,31,,,1.5,8,,,234.2,8,1945,09,17,138.5,8,1980,05,21,1943
66221,岡山県,新見（ニイミ）,,2022,05,31,,,1.5,8,,,189.0,8,2018,07,06,91,8,1980,05,21,1978
66226,岡山県,下呰部（シモアザエ）,,2022,05,31,,,1.5,8,,,185.0,8,2018,07,06,99.5,8,2010,05,23,1976
66237,岡山県,旭西（アサヒニシ）,,2022,05,31,,,1.0,8,,,176.0,8,2018,07,06,91.5,8,2010,05,23,2010
66251,岡山県,赤磐（アカイワ）,,2022,05,31,,,1.5,8,,,253,8,1990,09,18,73,8,1994,05,26,1976
66276,岡山県,陣山（ジンヤマ）,,2022,05,31,,,1.0,8,,,249.5,8,2011,09,03,99.0,8,2010,05,23,1976
66287,岡山県,吉備中央（キビチュウオウ）,,2022,05,31,,,0.5,8,,,207.5,8,2011,09,03,90.5,8,2010,05,23,2006
66296,岡山県,福渡（フクワタリ）,,2022,05,31,,,0.5,8,,,185,8,1998,10,17,122,8,1980,05,21,1976
66306,岡山県,和気（ワケ）,,2022,05,31,,,1.0,8,,,317,8,1976,09,11,76.5,8,2010,05,23,1976
66336,岡山県,高梁（タカハシ）,,2022,05,31,,,1.0,8,,,179.5,8,2011,09,03,94,8,1980,05,21,1976
66346,岡山県,日応寺（ニチオウジ）,,2022,05,31,,,0.5,8,,,164.0,8,2011,09,03,97.5,8,2010,05,23,2003
66381,岡山県,佐屋（サヤ）,,2022,05,31,,,0.5,8,,,190.5,8,2018,07,06,121.0,8,2010,05,23,1976
66391,岡山県,矢掛（ヤカゲ）,,2022,05,31,,,0.5,8,,,174.5,8,2011,09,03,92,8,1980,05,21,1976
66408,岡山県,岡山（オカヤマ）,47768,2022,05,31,,,1.0,8,,,187.0,8,2011,09,03,102.0,8,2010,05,23,1891
66421,岡山県,虫明（ムシアゲ）,,2022,05,31,,,2.0,8,,,401,8,1976,09,11,92.5,8,2010,05,23,1976
66446,岡山県,倉敷（クラシキ）,,2022,05,31,,,1.5,8,,,183.5,8,2011,09,03,116,8,1980,05,21,1976
66481,岡山県,笠岡（カサオカ）,,2022,05,31,,,0.5,8,,,158.0,8,2018,07,06,91,8,1980,05,21,1976
66501,岡山県,玉野（タマノ）,,2022,05,31,,,0.5,8,,,192,8,1983,09,28,96.0,8,2011,05,29,1976
67016,広島県,高野（タカノ）,,2022,05,31,,,0.5,8,,,175,8,2006,07,18,137,8,1997,05,14,1976
67026,広島県,道後山（ドウゴヤマ）,,2022,05,31,,,1.5,8,,,191.0,8,2011,09,03,110.5,8,2011,05,11,2006
67052,広島県,君田（キミタ）,,2022,05,31,,,0.5,8,,,160.5,8,2021,08,14,105.0,8,2011,05,11,2006
67106,広島県,三次（ミヨシ）,,2022,05,31,,,0.0,8,,,182.0,8,2021,08,14,96,8,1986,05,19,1976
67116,広島県,庄原（ショウバラ）,,2022,05,31,,,0.5,8,,,174.0,8,2018,07,06,114.5,8,2011,05,11,1976
67126,広島県,東城（トウジョウ）,,2022,05,31,,,0.5,8,,,194.5,8,2018,07,06,113.0,8,2010,05,23,1976
67136,広島県,八幡（ヤワタ）,,2022,05,31,,,1.5,8,,,334,8,1997,07,27,159,8,1986,05,19,1978
67151,広島県,大朝（オオアサ）,,2022,05,31,,,0.0,8,,,240,8,1988,07,15,130,8,1997,05,14,1976
67161,広島県,美土里（ミドリ）,,2022,05,31,,,0.0,8,,,203.0,8,2021,08,13,128.5,8,2011,05,11,2006
67191,広島県,油木（ユキ）,,2022,05,31,,,0.0,8,,,199.0,8,2018,07,06,98,8,1986,05,19,1978
67211,広島県,王泊（オオドマリ）,,2022,05,31,,,0.0,8,,,202.0,8,2017,07,05,148,8,1986,05,19,1978
67212,広島県,加計（カケ）,,2022,05,31,,,0.0,8,,,229,8,2005,09,06,148,8,1986,05,19,1976
67217,広島県,都志見（ツシミ）,,2022,05,31,,,0.0,8,,,196.5,8,2021,08,13,114.0,8,2011,05,11,2006
67231,広島県,甲田（コウダ）,,2022,05,31,,,0.0,8,,,219.0,8,2021,08,13,103,8,1986,05,19,1976
67251,広島県,上下（ジョウゲ）,,2022,05,31,,,0.0,8,,,170.5,8,2021,08,13,100,8,1986,05,19,1976
67271,広島県,内黒山（ウチグロヤマ）,,2022,05,31,,,1.0,8,,,298,8,2005,09,06,146.0,8,2011,05,11,1976
67292,広島県,三入（ミイリ）,,2022,05,31,,,0.0,8,,,227.0,8,2021,08,14,112,8,1997,05,08,1976
67306,広島県,安宿（アスカ）,,2022,05,31,,,0.0,8,,,226.5,8,2021,08,14,83.5,8,2011,05,11,2010
67316,広島県,世羅（セラ）,,2022,05,31,,,0.0,8,,,192.0,8,2018,07,06,89,8,1986,05,19,1976
67326,広島県,府中（フチュウ）,,2022,05,31,,,0.0,8,,,181.5,8,2018,07,06,96,8,1980,05,21,1976
